Datetime,open,high,low,close
2016-01-01 09:00:00,4199.9,4202.1,4188.6,4202.7
2016-01-01 10:00:00,4202.7,4211.4,4199.85,4210.9
2016-01-01 11:00:00,4209.25,4211.6,4207.05,4210.4
2016-01-01 12:00:00,4210.3,4210.35,4204.2,4206.7
2016-01-01 13:00:00,4206.2,4219.3,4200.6,4219.05
2016-01-01 14:00:00,4219.05,4221.55,4216.65,4219.85
2016-01-01 15:00:00,4219.85,4219.95,4216.8,4218.15
2016-01-04 09:00:00,4202.4,4213.3,4193.85,4205.6
2016-01-04 10:00:00,4204.55,4202.55,4178.15,4182.2
2016-01-04 11:00:00,4181.2,4179.6,4146.4,4150.95
2016-01-04 12:00:00,4150.95,4158.55,4149.55,4152.95
2016-01-04 13:00:00,4152.9,4152.85,4134.8,4135.85
2016-01-04 14:00:00,4134.8,4144.65,4133.65,4146.55
2016-01-04 15:00:00,4146.5,4146.5,4133.95,4137.8
2016-01-05 09:00:00,4157.05,4158.0,4133.0,4141.65
2016-01-05 10:00:00,4141.65,4151.25,4134.85,4135.2
2016-01-05 11:00:00,4135.2,4135.1,4126.65,4136.1
2016-01-05 12:00:00,4136.1,4148.85,4135.3,4150.8
2016-01-05 13:00:00,4149.15,4151.35,4141.35,4144.4
2016-01-05 14:00:00,4144.4,4150.05,4139.1,4143.05
2016-01-05 15:00:00,4141.8,4143.85,4138.35,4140.25
2016-01-06 09:00:00,4144.4,4143.1,4132.05,4136.7
2016-01-06 10:00:00,4136.7,4150.2,4137.55,4151.5
2016-01-06 11:00:00,4150.75,4152.4,4144.45,4148.3
2016-01-06 12:00:00,4147.9,4149.55,4142.85,4145.0
2016-01-06 13:00:00,4145.0,4153.3,4126.55,4128.65
2016-01-06 14:00:00,4126.55,4129.3,4111.8,4128.7
2016-01-06 15:00:00,4128.2,4127.0,4117.0,4118.05
2016-01-07 09:00:00,4084.45,4072.5,4056.95,4060.15
2016-01-07 10:00:00,4060.1,4062.3,4047.35,4059.05
2016-01-07 11:00:00,4059.05,4059.8,4034.85,4037.4
2016-01-07 12:00:00,4036.7,4039.7,4027.1,4038.1
2016-01-07 13:00:00,4038.0,4040.9,4033.35,4041.45
2016-01-07 14:00:00,4040.65,4040.35,4021.25,4023.05
2016-01-07 15:00:00,4023.05,4027.05,4014.5,4021.05
2016-01-08 09:00:00,4044.35,4058.1,4040.0,4045.5
2016-01-08 10:00:00,4045.4,4043.45,4034.95,4038.2
2016-01-08 11:00:00,4037.5,4040.9,4031.2,4035.8
