Datetime,open,high,low,close
2016-01-01 09:15:00,8085.4,8085.5,8060.9,8074.05
2016-01-01 09:30:00,8074.05,8079.55,8070.75,8075.75
2016-01-01 09:45:00,8075.75,8087.0,8074.65,8087.0
2016-01-01 10:00:00,8087.0,8088.3,8080.75,8083.2
2016-01-01 10:15:00,8083.2,8091.3,8082.8,8085.1
2016-01-01 10:30:00,8085.1,8090.5,8085.0,8090.5
2016-01-01 10:45:00,8090.4,8104.3,8090.4,8099.55
2016-01-01 11:00:00,8099.2,8105.75,8097.95,8104.55
2016-01-01 11:15:00,8104.45,8104.95,8097.1,8099.3
2016-01-01 11:30:00,8099.3,8101.2,8094.6,8095.2
2016-01-01 11:45:00,8095.2,8101.8,8094.75,8101.65
2016-01-01 12:00:00,8101.65,8102.9,8097.55,8097.7
2016-01-01 12:15:00,8097.7,8098.55,8091.95,8094.05
2016-01-01 12:30:00,8094.05,8097.45,8089.75,8090.1
2016-01-01 12:45:00,8090.1,8095.4,8089.8,8094.05
2016-01-01 13:00:00,8093.6,8094.55,8087.55,8087.55
2016-01-01 13:15:00,8087.15,8087.95,8082.35,8087.9
2016-01-01 13:30:00,8087.9,8114.75,8087.2,8111.7
2016-01-01 13:45:00,8111.7,8119.95,8110.9,8118.75
2016-01-01 14:00:00,8118.75,8123.45,8116.7,8120.5
2016-01-01 14:15:00,8120.5,8124.1,8117.15,8123.55
2016-01-01 14:30:00,8123.55,8126.0,8117.7,8121.4
2016-01-01 14:45:00,8121.4,8121.85,8113.1,8120.6
2016-01-01 15:00:00,8120.6,8121.55,8115.35,8118.45
2016-01-01 15:15:00,8118.45,8120.35,8113.5,8114.75
2016-01-04 09:15:00,8082.35,8082.35,8064.35,8082.25
2016-01-04 09:30:00,8082.25,8098.95,8077.25,8096.75
2016-01-04 09:45:00,8096.75,8101.55,8083.05,8083.05
2016-01-04 10:00:00,8083.05,8083.05,8042.7,8048.45
2016-01-04 10:15:00,8048.45,8061.35,8044.55,8055.25
2016-01-04 10:30:00,8055.25,8056.45,8030.25,8038.55
2016-01-04 10:45:00,8038.55,8043.9,8032.2,8037.95
2016-01-04 11:00:00,8037.95,8037.95,8009.5,8009.5
2016-01-04 11:15:00,8009.5,8009.5,7991.7,8002.75
2016-01-04 11:30:00,8002.75,8004.45,7992.25,7994.6
2016-01-04 11:45:00,7993.95,7993.95,7974.4,7984.55
2016-01-04 12:00:00,7984.55,8000.9,7980.9,8000.9
2016-01-04 12:15:00,8000.9,8001.45,7991.9,7992.65
2016-01-04 12:30:00,7992.65,7993.95,7985.6,7988.3
2016-01-04 12:45:00,7988.3,7992.0,7985.55,7988.65
2016-01-04 13:00:00,7988.65,7989.9,7971.75,7973.8
2016-01-04 13:15:00,7973.8,7975.6,7970.05,7975.3
2016-01-04 13:30:00,7975.3,7977.65,7960.8,7967.2
2016-01-04 13:45:00,7967.2,7968.35,7953.05,7953.05
2016-01-04 14:00:00,7953.05,7963.35,7950.4,7961.55
2016-01-04 14:15:00,7961.55,7971.4,7960.2,7970.6
2016-01-04 14:30:00,7970.6,7971.0,7952.5,7955.7
2016-01-04 14:45:00,7955.7,7974.4,7950.8,7974.4
2016-01-04 15:00:00,7974.4,7977.75,7950.55,7951.3
2016-01-04 15:15:00,7951.3,7959.75,7948.6,7956.45
2016-01-05 09:15:00,7994.4,7997.85,7974.5,7974.8
2016-01-05 09:30:00,7974.8,7976.2,7961.9,7965.8
2016-01-05 09:45:00,7965.8,7966.3,7949.6,7966.3
2016-01-05 10:00:00,7966.3,7975.45,7961.45,7974.65
2016-01-05 10:15:00,7974.75,7984.15,7972.7,7980.85
2016-01-05 10:30:00,7980.85,7982.1,7967.8,7968.45
2016-01-05 10:45:00,7968.45,7968.65,7949.5,7950.5
2016-01-05 11:00:00,7950.85,7953.1,7937.25,7941.75
2016-01-05 11:15:00,7941.8,7950.0,7937.55,7944.95
2016-01-05 11:30:00,7945.15,7948.0,7933.45,7935.45
2016-01-05 11:45:00,7935.05,7951.8,7933.9,7951.8
2016-01-05 12:00:00,7951.8,7963.2,7949.0,7961.6
2016-01-05 12:15:00,7961.6,7965.5,7954.45,7965.5
2016-01-05 12:30:00,7965.5,7970.5,7959.45,7970.5
2016-01-05 12:45:00,7970.5,7979.35,7970.4,7975.6
2016-01-05 13:00:00,7975.6,7981.85,7971.95,7978.0
2016-01-05 13:15:00,7978.0,7978.55,7965.35,7971.85
2016-01-05 13:30:00,7971.85,7981.25,7968.35,7971.15
2016-01-05 13:45:00,7971.15,7972.15,7959.65,7966.55
2016-01-05 14:00:00,7966.55,7979.0,7962.65,7975.75
2016-01-05 14:15:00,7975.75,7977.85,7970.45,7972.8
2016-01-05 14:30:00,7972.8,7974.55,7955.35,7956.05
2016-01-05 14:45:00,7956.05,7963.45,7953.95,7959.8
2016-01-05 15:00:00,7959.8,7965.9,7952.5,7959.85
2016-01-05 15:15:00,7960.1,7961.55,7953.15,7953.15
2016-01-06 09:15:00,7964.1,7964.1,7938.55,7944.75
2016-01-06 09:30:00,7944.75,7955.25,7944.75,7948.25
2016-01-06 09:45:00,7948.25,7953.9,7943.9,7946.35
2016-01-06 10:00:00,7946.35,7953.3,7946.1,7951.6
2016-01-06 10:15:00,7951.6,7972.55,7951.6,7966.7
2016-01-06 10:30:00,7965.85,7970.15,7960.25,7965.55
2016-01-06 10:45:00,7966.05,7974.1,7963.15,7973.05
2016-01-06 11:00:00,7972.45,7972.45,7965.45,7971.4
2016-01-06 11:15:00,7971.4,7977.65,7960.35,7961.4
2016-01-06 11:30:00,7961.4,7966.55,7959.95,7966.45
2016-01-06 11:45:00,7966.45,7967.15,7959.15,7966.45
2016-01-06 12:00:00,7966.45,7971.5,7966.05,7969.15
2016-01-06 12:15:00,7969.15,7971.85,7964.7,7965.5
2016-01-06 12:30:00,7965.5,7968.45,7962.8,7965.35
2016-01-06 12:45:00,7965.35,7965.35,7956.7,7961.15
2016-01-06 13:00:00,7961.15,7970.2,7958.3,7970.2
2016-01-06 13:15:00,7971.6,7980.7,7968.9,7976.0
2016-01-06 13:30:00,7976.0,7976.0,7963.15,7965.55
2016-01-06 13:45:00,7965.55,7967.9,7927.35,7927.35
2016-01-06 14:00:00,7927.35,7930.85,7901.65,7901.65
2016-01-06 14:15:00,7901.65,7926.45,7898.6,7918.6
2016-01-06 14:30:00,7918.6,7925.5,7913.85,7921.9
2016-01-06 14:45:00,7921.9,7936.35,7919.8,7932.35
2016-01-06 15:00:00,7932.35,7932.75,7915.55,7916.05
2016-01-06 15:15:00,7916.05,7919.5,7909.55,7912.55
2016-01-07 09:15:00,7849.4,7849.4,7810.95,7825.85
2016-01-07 09:30:00,7825.85,7827.55,7797.35,7800.05
2016-01-07 09:45:00,7800.05,7813.3,7798.2,7805.4
2016-01-07 10:00:00,7805.4,7812.5,7799.75,7800.9
2016-01-07 10:15:00,7801.65,7804.0,7784.85,7786.5
2016-01-07 10:30:00,7786.5,7797.65,7782.45,7797.05
2016-01-07 10:45:00,7797.65,7804.7,7797.55,7804.7
2016-01-07 11:00:00,7804.7,7807.9,7787.15,7792.2
2016-01-07 11:15:00,7792.55,7794.2,7784.4,7789.4
2016-01-07 11:30:00,7790.3,7790.5,7766.55,7770.3
2016-01-07 11:45:00,7769.75,7774.85,7759.6,7763.6
2016-01-07 12:00:00,7763.6,7768.8,7744.35,7751.85
2016-01-07 12:15:00,7751.85,7772.3,7751.6,7761.7
2016-01-07 12:30:00,7761.7,7762.55,7754.65,7754.65
2016-01-07 12:45:00,7755.4,7765.95,7755.0,7765.7
2016-01-07 13:00:00,7765.6,7774.4,7760.1,7760.1
2016-01-07 13:15:00,7759.75,7764.3,7755.85,7762.3
2016-01-07 13:30:00,7762.45,7770.6,7756.45,7767.95
2016-01-07 13:45:00,7767.6,7771.75,7761.6,7769.15
2016-01-07 14:00:00,7769.1,7769.35,7751.4,7758.3
2016-01-07 14:15:00,7758.65,7772.85,7749.95,7749.95
2016-01-07 14:30:00,7750.1,7756.5,7734.1,7745.1
2016-01-07 14:45:00,7745.8,7745.8,7733.1,7737.0
2016-01-07 15:00:00,7737.0,7747.9,7732.6,7733.95
2016-01-07 15:15:00,7733.95,7734.0,7720.2,7729.8
2016-01-08 09:15:00,7776.15,7803.95,7776.15,7785.45
2016-01-08 09:30:00,7785.45,7788.8,7764.4,7771.85
2016-01-08 09:45:00,7771.85,7780.6,7768.0,7774.75
2016-01-08 10:00:00,7774.75,7774.75,7754.15,7763.35
2016-01-08 10:15:00,7763.35,7771.3,7759.35,7764.3
2016-01-08 10:30:00,7764.3,7771.3,7755.6,7758.75
2016-01-08 10:45:00,7758.75,7764.6,7757.8,7758.8
2016-01-08 11:00:00,7758.8,7759.3,7748.05,7752.75
2016-01-08 11:15:00,7752.75,7768.35,7752.75,7759.65
2016-01-08 11:30:00,7759.65,7766.55,7755.95,7760.75
2016-01-08 11:45:00,7760.75,7761.25,7752.95,7754.95
2016-01-08 12:00:00,7754.95,7761.3,7752.25,7756.95
2016-01-08 12:15:00,7756.95,7763.25,7755.35,7762.5
2016-01-08 12:30:00,7762.5,7776.8,7761.95,7773.5
2016-01-08 12:45:00,7773.5,7788.75,7773.5,7784.0
2016-01-08 13:00:00,7784.0,7790.3,7777.3,7788.6
2016-01-08 13:15:00,7788.6,7794.9,7786.55,7788.5
2016-01-08 13:30:00,7788.5,7790.75,7770.4,7771.95
2016-01-08 13:45:00,7771.95,7792.2,7771.95,7790.3
2016-01-08 14:00:00,7790.3,7796.35,7787.5,7796.2
2016-01-08 14:15:00,7796.2,7799.75,7791.8,7793.7
2016-01-08 14:30:00,7793.7,7793.7,7776.2,7777.25
2016-01-08 14:45:00,7777.65,7783.15,7769.75,7769.75
2016-01-08 15:00:00,7769.75,7777.45,7763.1,7771.1
2016-01-08 15:15:00,7771.1,7778.6,7769.6,7778.6
2016-01-11 09:15:00,7702.05,7702.05,7667.4,7678.6
2016-01-11 09:30:00,7678.6,7678.6,7660.65,7665.3
2016-01-11 09:45:00,7665.3,7682.75,7665.3,7682.75
2016-01-11 10:00:00,7682.75,7697.7,7682.75,7694.6
2016-01-11 10:15:00,7694.6,7697.0,7688.1,7693.85
2016-01-11 10:30:00,7693.85,7708.75,7691.15,7708.0
2016-01-11 10:45:00,7708.0,7710.05,7701.45,7706.45
2016-01-11 11:00:00,7706.45,7724.95,7706.3,7713.3
2016-01-11 11:15:00,7713.3,7722.05,7711.75,7712.15
2016-01-11 11:30:00,7712.15,7725.95,7706.3,7723.85
2016-01-11 11:45:00,7723.85,7734.65,7720.85,7730.75
2016-01-11 12:00:00,7730.75,7732.1,7703.85,7705.15
2016-01-11 12:15:00,7705.15,7709.0,7696.2,7701.35
2016-01-11 12:30:00,7701.35,7708.25,7699.85,7703.9
2016-01-11 12:45:00,7703.9,7709.55,7701.35,7704.55
2016-01-11 13:00:00,7704.55,7709.7,7702.3,7708.25
2016-01-11 13:15:00,7708.25,7716.3,7707.5,7714.7
2016-01-11 13:30:00,7714.7,7724.95,7714.3,7721.05
2016-01-11 13:45:00,7721.05,7735.45,7718.4,7728.9
2016-01-11 14:00:00,7728.9,7760.4,7728.9,7748.95
2016-01-11 14:15:00,7748.95,7770.3,7746.7,7764.8
2016-01-11 14:30:00,7764.8,7766.2,7743.5,7753.55
2016-01-11 14:45:00,7753.55,7753.55,7744.35,7751.3
2016-01-11 15:00:00,7751.3,7751.3,7720.1,7720.9
2016-01-11 15:15:00,7720.9,7730.35,7716.2,7730.2
2016-01-12 09:15:00,7749.8,7749.8,7730.6,7734.65
2016-01-12 09:30:00,7737.8,7740.2,7721.9,7729.25
2016-01-12 09:45:00,7729.25,7733.85,7720.2,7725.75
2016-01-12 10:00:00,7725.75,7731.3,7719.95,7724.7
2016-01-12 10:15:00,7724.7,7727.45,7705.85,7709.4
2016-01-12 10:30:00,7709.4,7709.55,7687.15,7689.05
2016-01-12 10:45:00,7689.05,7694.9,7678.3,7683.15
2016-01-12 11:00:00,7683.15,7701.6,7677.55,7697.55
2016-01-12 11:15:00,7697.55,7706.35,7697.3,7697.8
2016-01-12 11:30:00,7697.8,7698.3,7688.5,7692.35
2016-01-12 11:45:00,7692.35,7694.3,7684.85,7686.25
2016-01-12 12:00:00,7686.25,7686.25,7669.35,7669.95
2016-01-12 12:15:00,7669.95,7677.6,7665.5,7677.3
2016-01-12 12:30:00,7677.3,7687.2,7676.5,7678.1
2016-01-12 12:45:00,7678.1,7684.05,7676.0,7676.3
2016-01-12 13:00:00,7676.3,7676.7,7652.45,7658.4
2016-01-12 13:15:00,7658.4,7670.55,7658.4,7660.25
2016-01-12 13:30:00,7660.25,7668.65,7652.3,7667.4
2016-01-12 13:45:00,7668.4,7684.05,7661.85,7681.85
2016-01-12 14:00:00,7681.85,7683.25,7667.35,7671.6
2016-01-12 14:15:00,7671.6,7676.75,7663.0,7667.0
2016-01-12 14:30:00,7667.0,7672.6,7659.45,7662.8
2016-01-12 14:45:00,7662.8,7673.3,7659.65,7673.3
2016-01-12 15:00:00,7673.3,7678.8,7667.2,7669.5
2016-01-12 15:15:00,7668.85,7675.95,7666.95,7673.55
2016-01-13 09:15:00,7720.85,7731.65,7714.9,7721.95
2016-01-13 09:30:00,7721.95,7744.25,7721.95,7739.85
2016-01-13 09:45:00,7739.85,7747.95,7736.65,7741.75
2016-01-13 10:00:00,7741.75,7743.65,7736.15,7737.7
2016-01-13 10:15:00,7737.7,7743.2,7736.35,7741.0
2016-01-13 10:30:00,7741.0,7743.15,7723.65,7727.6
2016-01-13 10:45:00,7727.6,7733.2,7718.15,7718.15
2016-01-13 11:00:00,7718.15,7719.05,7616.2,7632.75
